"548","19"
"549","9"
"549","19"
"550","44"
"551","45"
"552","46"
"553","47"
"554","7"
"555","47"
"556","13"
"557","13"
"557","43"
"558","13"
"558","43"
"559","13"
"559","43"
"560","13"
"560","43"
"561","13"
"561","43"
"562","13"
"562","43"
"563","4"
"564","47"
"565","13"
"566","13"
"566","43"
"567","13"
"567","43"
"568","13"
"568","43"
"569","13"
"569","43"
"570","13"
"570","43"
"571","13"
"571","43"
"572","5"
"573","1"
"573","23"
"573","24"
"573","42"
"574","1"
"574","23"
"574","24"
"574","42"
"575","1"
"575","23"
"575","24"
"575","42"
"576","23"
"576","24"
"576","42"
"577","23"
"577","24"
"577","42"
"578","23"
"578","24"
"578","42"
"579","23"
"579","24"
"579","42"
"580","23"
"580","24"
"580","42"
"581","23"
"581","24"
"581","42"
"582","23"
"582","24"
"582","42"
"583","23"
"583","24"
"583","42"
"584","23"
"584","24"
"584","42"
"585","23"
"585","24"
"585","42"
"586","23"
"586","24"
"586","42"
"587","23"
"587","24"
"587","42"
"588","23"
"588","24"
"588","42"
"589","23"
"589","24"
"589","42"
"590","23"
"590","24"
"590","42"
"591","23"
"591","24"
"591","42"
"592","23"
"592","24"
"592","42"
"593","23"
"593","24"
"593","42"
"594","23"
"594","24"
"594","42"
"595","23"
"595","24"
"595","42"
"596","23"
"596","24"
"596","42"
"597","23"
"597","24"
"597","42"
"598","23"
"598","24"
"598","42"
"599","23"
"599","24"
"599","42"
"600","23"
"600","24"
"600","42"
"601","23"
"601","24"
"601","42"
"602","23"
"602","24"
"602","42"
"603","29"
"604","29"
"605","29"
"606","22"
"606","29"
"606","34"
"606","51"
"606","52"
"607","22"
"607","29"
"607","34"
"607","51"
"607","52"
"608","22"
"608","29"
"608","34"
"608","51"
"608","52"
"609","22"
"609","29"
"609","34"
"609","51"
"609","52"
"610","22"
"610","29"
"610","34"
"610","51"
"610","52"
"611","22"
"611","29"
"611","34"
"611","51"
"611","52"
"612","22"
"612","29"
"612","34"
"612","51"
"612","52"
"613","22"
"613","29"
"613","34"
"613","51"
"613","52"
"614","22"
"614","29"
"614","34"
"614","51"
"614","52"
"615","22"
"615","29"
"615","34"
"615","51"
"615","52"
"616","22"
"616","29"
"616","34"
"616","51"
"616","52"
"617","22"
"617","29"
"617","34"
"617","51"
"617","52"
"618","22"
"618","29"
"618","34"
"618","51"
"618","52"
"619","22"
"619","29"
"619","34"
"619","51"
"619","52"
"620","22"
"620","29"
"620","34"
"620","51"
"620","52"
"621","22"
"621","29"
"621","34"
"621","51"
"621","52"
"622","22"
"622","29"
"622","34"
"622","51"
"622","52"
"623","29"
"623","34"
"623","50"
"624","29"
"624","34"
"624","50"
"625","29"
"625","34"
"625","50"
"626","29"
"626","34"
"626","50"
"627","29"
"627","34"
"627","50"
"628","29"
"628","34"
"628","50"
"629","29"
"629","34"
"629","50"
"630","29"
"630","34"
"630","50"
"631","29"
"631","34"
"631","50"
"632","29"
"632","34"
"632","53"
"633","29"
"633","34"
"633","53"
"634","29"
"634","34"
"634","53"
"635","29"
"635","34"
"635","53"
"636","29"
"636","34"
"636","53"
"637","29"
"637","34"
"637","53"
"638","29"
"638","34"
"638","53"
"639","29"
"639","34"
"639","53"
"640","29"
"640","34"
"640","53"
"641","14"
"642","14"
"643","14"
"644","14"
"645","14"
"645","18"
"646","14"
"646","20"
"647","14"
"647","17"
"647","31"
"648","14"
"648","17"
"648","31"
"649","14"
"649","17"
"649","31"
"650","31"
"651","6"
"651","33"
"652","6"
"652","33"
"653","6"
"653","33"
"654","6"
"654","33"
"655","6"
"655","33"
"656","6"
"656","33"
"657","6"
"657","33"
"658","6"
"658","33"
"659","6"
"659","33"
"660","13"
"660","33"
"661","13"
"661","33"
"662","13"
"662","33"
"663","13"
"663","33"
"664","13"
"664","33"
"665","13"
"665","33"
"666","13"
"666","33"
"667","29"
"668","29"
"669","29"
"670","29"
"671","29"
"672","29"
"673","29"
"674","29"
"675","29"
"676","29"
"677","29"
"678","29"
"679","29"
"680","29"
"681","29"
"682","29"
"683","29"
"684","29"
"685","3"
"685","25"
"685","27"
"685","38"
"686","39"
"687","13"
"687","26"
"688","3"
"688","38"
"689","3"
"689","38"
"690","38"
"691","38"
"692","2"
"692","15"
"692","27"
"692","40"
"693","48"
"693","49"
"693","54"
"694","2"
"694","15"
"694","27"
"694","40"
"695","48"
"695","49"
"695","54"
"696","27"
"696","40"
"697","27"
"697","40"
"698","27"
"698","40"
"699","14"
"700","14"
"701","14"
"702","18"
"703","21"
"704","31"
"705","37"
"706","37"
"707","37"
"708","37"
"709","37"
"710","37"
"711","37"
"712","37"
"713","41"
"713","57"
"713","58"
"714","41"
"714","59"
"715","41"
"715","60"
"716","41"
"716","61"
"716","62"
"717","41"
"717","63"
"718","41"
"718","63"
"719","41"
"719","63"
"720","64"
"721","64"
"722","64"
"723","64"
"724","65"
"725","65"
"726","65"
"727","66"
"728","66"
"729","66"
"730","66"
"731","64"
"731","67"
"732","64"
"732","67"
"733","64"
"733","67"
"734","68"
"735","68"
"736","68"
"737","68"
"738","68"
"739","68"
